imo,description,ship_type
8431073,Fishing Vessel,Pleasure Craft
9736286,Bulk Carrier,Cargo
9000716,General Cargo,Cargo
8360640,Tanker,Tanker
7397323,Towing Vessel,Tug
6415051,Research/Survey Vessel,Other
8968545,Multi Purpose Offshore Vessel,Cargo
9610030,Tug,Tug
9651371,Multi Purpose Offshore Vessel,Other
9875276,Bulk Carrier,Cargo
9185229,Tug,Tug
9191761,Oil Products Tanker,Tanker
9553165,Passenger Ship,Cargo
9264867,Research/Survey Vessel,Reserved
7342304,Fishing Vessel,Fishing
6505325,Oil/Chemical Tanker,Tanker
7390882,Tug,Tug
8013235,Ro-Ro/Passenger Ship,Passenger
9990832,Bulk Carrier,Cargo
9906726,Heavy Load Carrier,Cargo
9492608,Bulk Carrier,Cargo
7231086,General Cargo,Cargo
9771119,Tug,Tug
9715309,High Speed Craft,High Speed Craft
9834674,Tug,Other
7409384,Multi Purpose Offshore Vessel,Other
9675963,Utility Vessel,Tug
9072214,Bulk Carrier,Cargo
7367304,Multi Purpose Offshore Vessel,Reserved
8902797,LPG Tanker,
9192791,Trawler,Fishing
8832617,Fishing Vessel,Fishing
7214193,Fishing Vessel,Fishing
9705782,Tug,Tug
9301184,Bulk Carrier,Cargo
9622758,General Cargo,Cargo
9661429,Oil Products Tanker,Tanker
8013120,Oil/Chemical Tanker,Tanker
9437220,Container Ship,Cargo - Hazard A (Major)
9575383,Sailing Vessel,Sailing Vessel
9250191,LNG Tanker,Tanker - Hazard A (Major)
7950606,Fishing Vessel,Tanker
9959412,Bulk Carrier,Cargo
7001443,Tug,Pleasure Craft
9332066,LPG Tanker,Tanker
9490741,Bulk Carrier,Cargo
9458470,General Cargo,Cargo
9264295,Fishing Vessel,Fishing
8716411,Fishing Vessel,Fishing
8906834,Bulk Carrier,Cargo
8874445,Fishing Vessel,Fishing
9269491,Multi Purpose Offshore Vessel,Other
8304311,General Cargo,Cargo
9040003,Crude Oil Tanker,Tanker - Hazard A (Major)
9859959,Training Ship,Other
9331646,LNG Tanker,Tanker
7204734,Oil Products Tanker,Tanker
9367425,Patrol Vessel,Military Ops
9989065,Hopper Dredger,Dredger
9241243,Tug,Tug
9719410,LPG Tanker,Tanker
8220474,Fishing Vessel,Fishing
9395513,Tug,Tug
9521667,Multi Purpose Offshore Vessel,Cargo
9672222,Bulk Carrier,Cargo
9241396,Fishing Vessel,Fishing
8541919,Fishing Vessel,Fishing
9297242,Tug,Tug
9409613,General Cargo,Cargo
9425344,Multi Purpose Offshore Vessel,High Speed Craft
1018810,Multi Purpose Offshore Vessel,High Speed Craft
9623362,General Cargo,Cargo
8405012,General Cargo,Cargo
9348431,Container Ship,Cargo - Hazard A (Major)
9051686,Bulk Carrier,Cargo
8752776,Offshore Supply Ship,Special Craft
8772556,Oil/Chemical Tanker,Tanker - Hazard B
1057610,Tug,Tug
9798179,LPG/Chemical Tanker,Tanker
9767821,Anchor Handling Vessel,Cargo
9076272,Reefer,Cargo
9460825,Oil Products Tanker,Tanker
9225562,General Cargo,Cargo
9685449,LPG/Chemical Tanker,Tanker
7644776,Fishing Vessel,Pleasure Craft
9283186,Container Ship,Cargo
8822600,General Cargo,Cargo
9072109,Container Ship,Cargo
8842480,Ore Carrier,Cargo - Hazard D (Recognizable)
8505484,Trawler,Fishing
9198197,Tug,Tug
8509442,Crude Oil Tanker,Tanker
9631993,Container Ship,Cargo
9271391,Bulk Carrier,Cargo
9778430,Bulk Carrier,Cargo
9225500,General Cargo,Cargo
9230402,Passenger Ship,Passenger
8935861,General Cargo,Cargo
9672636,Multi Purpose Offshore Vessel,Cargo
9315537,Bulk Carrier,Cargo
9717929,Multi Purpose Offshore Vessel,High Speed Craft
9144251,General Cargo,Cargo
9508976,Oil/Chemical Tanker,Tanker
9693276,Tug,Tug
9302023,Crude Oil Tanker,Tanker
9815745,Passenger/Cargo Ship,Anti-Pollution
9148051,Tug,Tug
9613616,Oil/Chemical Tanker,Tanker
9950428,Bulk Carrier,Cargo
9548184,Fishery Patrol Vessel,Fishing
7407489,Tug,Tug
9232369,Oil/Chemical Tanker,Tanker - Hazard B
9652844,Ro-Ro/Passenger Ship,Passenger
8503034,General Cargo,Cargo
8135899,Fishing Vessel,Fishing
9587659,Pilot Ship,Pilot Vessel
9908449,General Cargo,Cargo
8414740,General Cargo,Cargo
8868276,Oil Products Tanker,Tanker
9972866,Oil Products Tanker,Tanker
9514391,Bulk Carrier,Cargo
8898738,General Cargo,Cargo
9112246,Ro-Ro/Passenger Ship,Passenger
9332169,Oil/Chemical Tanker,Tanker
8514332,Chemical Tanker,Tanker
9508251,Tug,Tug
9520962,Bulk Carrier,Cargo
9865685,Ro-Ro/Passenger Ship,Cargo
9645669,Container Ship,Cargo
8730754,Landing Craft,Tanker
7421198,Fishing Vessel,Fishing
8869361,General Cargo,Cargo
7513343,Trawler,Other
9521849,Bulk Carrier,Cargo
9047685,Passenger Ship,Passenger
8502688,Trawler,Fishing
7803499,General Cargo,Cargo
9172727,Oil/Chemical Tanker,Tanker
9092721,Yacht,Cargo
8617782,General Cargo,Cargo
9031636,Oil/Chemical Tanker,Tanker
8730455,Motor Hopper,Cargo
9240055,General Cargo,Cargo
8693126,Motor Hopper,Cargo
9422158,Crude Oil Tanker,Tanker
9523756,General Cargo,Cargo
9574080,Vehicles Carrier,Cargo
8116180,General Cargo,Tanker - Hazard D (Recognizable)
9491381,Bulk Carrier,Cargo
7615672,Ro-Ro/Passenger Ship,Passenger
9304435,Container Ship,Cargo - Hazard A (Major)
8930471,Bucket Ladder Dredger,Dredger
9019470,Tug,Tanker
9240885,Oil/Chemical Tanker,Tanker
8432259,Fishing Vessel,Fishing
9726176,Bulk Carrier,Cargo
1040588,Landing Craft,Cargo
9089736,Oil Products Tanker,Tanker - Hazard C (Minor)
9938834,Bulk Carrier,Cargo
9881744,General Cargo,Cargo
9963140,Container Ship,Cargo
9476771,Oil/Chemical Tanker,Tanker
8873879,Fishing Vessel,Fishing
9494307,Multi Purpose Offshore Vessel,Cargo - Hazard B
1067287,General Cargo,Cargo
1035583,Work Vessel,Other
8325547,Oil Products Tanker,Tanker
8888886,Inland Passenger Ship,Cargo
9615066,Bulk Carrier,Cargo
7612503,General Cargo,Cargo
9837872,Oil/Chemical Tanker,Tanker
9691450,Tug,Tug
8904109,Fishing Vessel,High Speed Craft
9291248,Crude Oil Tanker,Tanker
9377200,Oil/Chemical Tanker,Tanker - Hazard A (Major)
7206653,Oil Products Tanker,Tanker
9014688,General Cargo,Cargo
1099888,Tug,Cargo
1054553,Bulk Carrier,Cargo
1007756,Yacht,Pleasure Craft
8100583,General Cargo,Cargo
9907433,Crude Oil Tanker,Tanker
9962495,Oil/Chemical Tanker,Tanker
9194440,Bulk Carrier,Cargo
9058402,Container Ship,Cargo
9859002,Fishing Vessel,Fishing
9822504,Pusher Tug,Tug
8618463,Fishing Vessel,Fishing
9134294,LPG Tanker,Tanker
8432998,Yacht,Passenger
8745967,General Cargo,Cargo
9699713,Yacht,Sailing Vessel
9790880,Bulk Carrier,Cargo
9321263,Container Ship,Cargo - Hazard A (Major)
8864335,General Cargo,Cargo
9686766,Oil/Chemical Tanker,Tanker
8110045,Container Ship,Cargo
9371983,General Cargo,Cargo
7511539,Trawler,Fishing
8029600,General Cargo,Cargo
9590864,Bulk Carrier,Cargo
8599423,Aggregates Barge,Dredger
9269207,LNG Tanker,Tanker
8627749,Oil Products Tanker,Tanker
8842832,Fishing Vessel,Fishing
9430533,Multi Purpose Offshore Vessel,
9120762,Container Ship,Cargo
9268253,Chemical Tanker,Tanker - Hazard B
9395848,Tug,Tug
8033912,General Cargo,Cargo
8026153,Bulk Carrier,Cargo
9822841,Container Ship,Cargo
6818679,Tug,Tug
9975002,Towing Vessel,Tug
9726918,Ro-Ro/Passenger Ship,Passenger
9298820,Oil Products Tanker,Tanker
9633501,Oil/Chemical Tanker,Tanker
9211418,Tug,Other
9178343,Crude Oil Tanker,Tanker
9603881,Bulk Carrier,Cargo
9938614,Bulk Carrier,Cargo
9438614,Bulk Carrier,Cargo
9683013,Crude Oil Tanker,Tanker
8806101,Container Ship,Cargo
8957792,Fishing Vessel,Fishing
9238806,Container Ship,Cargo
8600038,Fishing Vessel,Fishing
9126675,Bunkering Tanker,Tanker
9755191,Container Ship,Cargo - Hazard B
7204095,Fishing Vessel,
8320573,Ro-Ro/Passenger Ship,Passenger
9615171,Bulk Carrier,Cargo
9224518,Container Ship,Cargo
9638018,Oil Products Tanker,Tanker
9552202,Multi Purpose Offshore Vessel,Other
8541799,Fishing Vessel,Fishing
8968014,Tug,Tug
8670497,Tug,Pleasure Craft
9278179,Tug,Tug
9331036,Fishing Vessel,Fishing
9382243,General Cargo,Cargo
9209831,"Inland, Motor Freighter Pushing Freighter(s)",Cargo
9925813,Bulk Carrier,Cargo
9798997,Supply Vessel,Other
8818180,Container Ship,Cargo
1098248,Fishing Vessel,Fishing
9504736,Heavy Lift Vessel,Cargo
1066661,Tug,Tug
9773698,Patrol Vessel,Military Ops
9448463,Tug,Tug
9890094,Bulk Carrier,Cargo
7905120,Fishing Vessel,Fishing
9219812,Research/Survey Vessel,Other
7903029,Livestock Carrier,Cargo
9261762,Oil/Chemical Tanker,Tanker
7393468,Fishing Vessel,Fishing
9310525,Crude Oil Tanker,Tanker
9691735,Oil/Chemical Tanker,Tanker
9505015,Utility Vessel,Tug
1005124,Sailing Vessel,Pleasure Craft
5339248,Training Ship,Sailing Vessel
8520501,Reefer,Cargo
8314988,Bulk Carrier,Cargo
7007306,Ore Carrier,Cargo
9948530,Tug,Tug
9638379,General Cargo,Cargo
8701519,Bulk Carrier,Cargo
9649017,Yacht,Pleasure Craft
9222429,General Cargo,Cargo
1092660,Oil Products Tanker,Tanker
9158197,Fishing Vessel,Fishing
8865999,General Cargo,Cargo
9885879,Crude Oil Tanker,Tanker
7921007,Tug/Supply Vessel,Special Craft
7602261,Mining Vessel,Dredger
9362061,Crude Oil Tanker,Tanker
7310997,Ro-Ro Cargo,Cargo
8411982,Oil Products Tanker,Tanker
8763608,Floating Storage/Production,Other
9353747,Container Ship,Cargo
1014254,General Cargo,Cargo
1129762,Landing Craft,Other
1060069,Tug,Tug
9890721,Fishing Vessel,Fishing
9658068,Bulk Carrier,Cargo
9719850,Crew Boat,High Speed Craft
7724344,General Cargo,Cargo
9468437,LNG Tanker,Tanker - Hazard D (Recognizable)
8771473,Offshore Supply Ship,Other
8747745,Fishing Vessel,Fishing
9446570,Bulk Carrier,Cargo
1050909,Fish Carrier,Cargo
8210780,Fishing Vessel,Fishing
9643324,Landing Craft,Starboard Hand Mark
9030462,General Cargo,Cargo
8522391,Passenger Ship,Passenger
7325100,Passenger Ship,Passenger
7501352,General Cargo,Cargo
9448528,Multi Purpose Offshore Vessel,Other
7420962,General Cargo,Cargo
1008554,Yacht,Pleasure Craft
9736456,Salvage/Rescue Vessel,Law Enforce
8664606,Utility Vessel,Pleasure Craft
9330343,Crude Oil Tanker,Tanker
9205603,Bulk Carrier,Cargo
4734180,Patrol Vessel,Law Enforce
9073751,Oil Products Tanker,Tanker - Hazard A (Major)
8619895,Work Vessel,Passenger
9160425,Container Ship,Cargo - Hazard B
8607062,Research/Survey Vessel,Fishing
8794695,Fishing Vessel,Fishing
9324289,Crude Oil Tanker,Tanker
9587532,Bulk Carrier,Cargo
9923621,Landing Craft,Other
9800489,General Cargo,Cargo
9305908,Container Ship,Cargo - Hazard A (Major)
9565584,Tug,Local Vessel
9780732,LPG Tanker,Tanker
9486582,Bulk Carrier,Cargo
9573969,Bulk Carrier,Cargo
8943399,General Cargo,Cargo
1032488,Oil/Chemical Tanker,Tanker
9171682,Suction Dredger,Dredger
9912842,Houseboat,Pleasure Craft
9336658,LPG Tanker,Tanker
9178355,Logistics Naval Vessel,Cargo
9262936,Bulk Carrier,Cargo
9455612,Tug,Tug
9782259,Bulk Carrier,Cargo
9424259,General Cargo,Cargo
1020459,Bulk Carrier,Cargo
9088770,General Cargo,Cargo
9660023,Bulk Carrier,Cargo
8845470,General Cargo,Cargo
9460253,Bulk Carrier,Cargo
8007793,Self Discharging Bulk Carrier,
9850563,Container Ship,Cargo - Hazard D (Recognizable)
9411458,General Cargo,Cargo
9056430,Container Ship,Cargo
9844320,Towing Vessel,Tug
8017578,General Cargo,Cargo
9192026,General Cargo,Cargo
9834179,Tug,Tug
9448798,Container Ship,Cargo - Hazard D (Recognizable)
9357793,Container Ship,Cargo - Hazard A (Major)
1051305,Oil/Chemical Tanker,Tanker
9110559,Container Ship,Cargo
9480978,General Cargo,Cargo
9864239,Container Ship,Cargo - Hazard D (Recognizable)
9848003,Passenger/Cargo Ship,Passenger
9420162,General Cargo,Cargo
9581069,Towing Vessel,Tug
9224764,Floating Storage/Production,Tanker
9787390,General Cargo,Cargo
9711731,Bulk Carrier,Cargo
9538127,Research/Survey Vessel,Other
9513086,Tug,Tug
9939058,Oil/Chemical Tanker,Tanker
9177765,General Cargo,Cargo
9123386,Oil/Chemical Tanker,Military Ops
9549724,Oil Products Tanker,Fishing
7022485,Trawler,Fishing
9324320,Crude Oil Tanker,Tanker
9832107,Chemical Tanker,Tanker
9236767,Ro-Ro/Passenger Ship,Passenger
9451769,Bulk Carrier,Cargo
8617134,Crude Oil Tanker,Tanker
8914233,Bulk Carrier,Cargo
8319469,General Cargo,Cargo
9631785,Heavy Load Carrier,Other
8033431,General Cargo,Cargo
9418315,Timber Carrier,Cargo
9489821,Bulk Carrier,Cargo
7307720,Fishing Vessel,Fishing
9211470,Tug,Tug
9729685,Fishing Vessel,Fishing
8324696,General Cargo,Cargo
9681649,Multi Purpose Offshore Vessel,Cargo
8977352,Crew Boat,
9964065,Oil/Chemical Tanker,Tanker
8128078,Bulk Carrier,Cargo
9088677,LPG Tanker,Tanker
9883493,Oil/Chemical Tanker,Tanker
8978239,Utility Vessel,Passenger
8117251,Container Ship,Cargo
9185889,Multi Purpose Offshore Vessel,Other
9378101,High Speed Craft,High Speed Craft
9723588,Crude Oil Tanker,Tanker
9140695,Fishing Vessel,Fishing
8638449,Barge Carrier,Dredger
9722962,Bulk Carrier,Cargo
9485356,Oil/Chemical Tanker,Tanker
9246009,Tug,Tug
9228667,Fishing Vessel,Fishing
9636632,Oil/Chemical Tanker,Tanker
9387542,Floating Storage/Production,Cargo
9315381,Container Ship,Cargo - Hazard D (Recognizable)
8625466,General Cargo,Cargo
9082934,Vehicles Carrier,Cargo
9489481,Fishing Vessel,Other
9282508,Crude Oil Tanker,Tanker
8888329,Deck Cargo Ship,Cargo
8214023,Multi Purpose Offshore Vessel,Tug
8676788,Sailing Vessel,Sailing Vessel
9209570,Cement Carrier,Cargo
9399442,Multi Purpose Offshore Vessel,Cargo
9265861,Oil/Chemical Tanker,Tanker
9355472,Container Ship,Cargo
9105994,Container Ship,Cargo
9609263,General Cargo,Cargo
8968442,Trawler,Fishing
9439278,Tug,Tug
9214068,Bulk Carrier,Cargo
9180140,Crude Oil Tanker,Tanker
6403424,Pollution Control Vessel,Other
9760421,Heavy Lift Vessel,Cargo
9436214,Container Ship,Cargo - Hazard B
9339301,Crude Oil Tanker,Tanker
8861632,Research/Survey Vessel,Other
9504803,General Cargo,Cargo
1140194,Hopper Dredger,Dredger
9834040,Deck Cargo Ship,Cargo
9281669,Fishing Vessel,Fishing
9965722,Bulk Carrier,Cargo
9568457,General Cargo,Cargo - Hazard B
9647655,Multi Purpose Offshore Vessel,Military Ops
9522659,Bulk Carrier,Cargo
6825696,Passenger Ship,Passenger
9496666,General Cargo,Cargo
9392547,Fish Carrier,Cargo
9343340,Crude Oil Tanker,Tanker
9948152,Vehicles Carrier,Cargo
8944604,Fishing Vessel,Fishing
9523938,General Cargo,Cargo
9536545,Fire Fighting Vessel,Tug
1027055,Bulk Carrier,Cargo
8411918,Trawler,Fishing
8690538,Fishing Vessel,Fishing
9763875,Bulk Carrier,Cargo
8980244,Yacht,Pleasure Craft
9093749,Tug,Tug
7028336,Pusher Tug,Tanker
9328821,Tug,Tug
8118114,Bulk Carrier,Cargo
7915838,Hopper Dredger,Dredger
9403580,General Cargo,Cargo
7396460,General Cargo,Cargo
9667576,Bulk Carrier,Cargo
5198436,Passenger Ship,Passenger
9222170,Oil/Chemical Tanker,Tanker
9111175,Oil Products Tanker,Tanker
9084279,Oil Products Tanker,Tanker
9265354,Oil Products Tanker,Tanker
9478535,Landing Craft,Cargo
8851522,Research/Survey Vessel,Other
9642473,Multi Purpose Offshore Vessel,Other
9317638,Fishing Vessel,Fishing
7621487,Ro-Ro/Passenger Ship,Passenger
9318448,Towing Vessel,Other
8704640,Fishing Vessel,Fishing
9018385,General Cargo,Cargo
9915387,Container Ship,Cargo
9146091,General Cargo,Cargo
9561033,Landing Craft,Cargo
7912214,Trawler,Fishing
7430345,General Cargo,Cargo
8225656,Fish Carrier,Cargo
7405687,Bulk Carrier,Cargo
8600193,Vehicles Carrier,Cargo
5255650,General Cargo,Cargo
9333759,Vehicles Carrier,Cargo
9152868,Container Ship,Cargo
9916575,Floating Storage/Production,Spare
9203825,Multi Purpose Offshore Vessel,Cargo
9649330,Multi Purpose Offshore Vessel,Tug
8611831,Floating Storage/Production,Other
9479670,Oil/Chemical Tanker,Tanker
9563782,Multi Purpose Offshore Vessel,Reserved
9423580,Bulk Carrier,Cargo
8314706,Ro-Ro/Passenger Ship,Passenger
9320544,Passenger Ship,Other
8405282,Ro-Ro/Passenger Ship,Cargo
7924035,LPG Tanker,Tanker - Hazard D (Recognizable)
9232448,Crude Oil Tanker,Tanker
9627344,Pusher Tug,Reserved
8983143,Inland Supply Vessel,Local Vessel
9959424,Bulk Carrier,Cargo
9629299,Offshore Supply Ship,Reserved
1167269,Tug,Tug
9817602,Ro-Ro/Passenger Ship,Passenger
9139995,Bulk Carrier,Cargo
7817361,General Cargo,
9699464,Multi Purpose Offshore Vessel,Other
9603312,Research/Survey Vessel,Law Enforce
1018676,LNG Tanker,Tanker
1050698,Tug,Tug
9757072,Offshore Supply Ship,Other
8229406,Fishing Vessel,Fishing
8962448,Tug,Tug
8530740,Fishing Vessel,Other
9762481,Bulk Carrier,Cargo
7642833,Pilot Ship,Passenger
9933286,Houseboat,Pleasure Craft
8611221,General Cargo,Cargo
9153109,Bulk Carrier,Cargo
9574561,Tug,Other
9940710,Oil/Chemical Tanker,Tanker
9552771,General Cargo,Cargo
9573907,Bulk Carrier,Cargo
9060211,Fire Fighting Vessel,Tug
9188570,Tug,Tug
8739932,Trawler,Fishing
7927489,"Inland, Gas Tanker",Tanker
9179880,Oil Products Tanker,Tanker
8953629,Tug,Tug
9182928,Floating Storage/Production,Tanker
8036940,Fishing Vessel,Fishing
8122593,Ro-Ro/Passenger Ship,Passenger
7340382,Inland Passenger Ship,Passenger
1018755,Bulk Carrier,Cargo
7714753,Bulk Carrier,Cargo
9605009,Bulk Carrier,Cargo
9044645,Pollution Control Vessel,Cargo
1001685,"Inland, Passenger Ship, Ferry, Cruise ship",Passenger
9692832,Crude Oil Tanker,Tanker
8740096,Tug,Tug
8403856,Oil Products Tanker,Tanker
9837054,Ro-Ro/Passenger Ship,Passenger
9966051,General Cargo,Cargo
1048061,Tug,Tug
9730921,Deck Cargo Ship,Cargo
9923487,Crude Oil Tanker,Tanker
9301421,Crude Oil Tanker,Tanker
8103078,Tug,Tug
8006440,Trawler,Fishing
9288277,Oil Products Tanker,Tanker
9937969,LNG Tanker,Tanker - Hazard D (Recognizable)
8600571,Bulk Carrier,Cargo
9457244,Anchor Handling Vessel,Cargo
9257632,Ro-Ro/Passenger Ship,Passenger
9316701,Crude Oil Tanker,Tanker
9373802,General Cargo,Cargo
8906236,Oil Products Tanker,Tanker
9060651,Passenger Ship,Passenger
9809071,Oil/Chemical Tanker,Tanker
9286657,Crude Oil Tanker,Tanker
8850956,Tug,Tug
9444534,Bulk Carrier,Cargo
8858702,General Cargo,Cargo
8775247,Fishing Vessel,Fishing
9534999,Bulk Carrier,Cargo
9468786,Bulk Carrier,Cargo
9557628,Crew Boat,High Speed Craft
8980103,Tug,Tug
9684110,Chemical Tanker,Tanker - Hazard B
9577446,Bulk Carrier,Cargo
8662309,General Cargo,Cargo
6823961,General Cargo,Cargo
8613774,Crane Ship,Other
9380817,General Cargo,Cargo
9500340,Tug,Tug
7434808,Tug,Tug
9537977,Bulk Carrier,Cargo
9458391,General Cargo,Cargo
7932460,Trawler,Fishing
9021253,Container Ship,Cargo
9828869,Bulk Carrier,Cargo
8109242,Bulk Carrier,Cargo
9165944,Research/Survey Vessel,Cargo
7417496,Oil/Chemical Tanker,Tanker
5398048,Buoy-Laying Vessel,Dredger
9295579,Bulk Carrier,Cargo
7521091,Work Vessel,Other
1001178,Yacht,Pleasure Craft
8626719,General Cargo,Cargo
9308027,Container Ship,Cargo - Hazard A (Major)
9290490,Oil Products Tanker,Tanker
8504430,Oil Products Tanker,Tanker
9429211,Container Ship,Cargo
9208033,Crude Oil Tanker,Tanker
7531589,General Cargo,Cargo
1009792,Yacht,Pleasure Craft
9509956,Heavy Lift Vessel,Cargo
9736482,Oil Products Tanker,Tanker
8678126,Tug,Tug
9181431,Tug,Tug
9946623,Yacht,Pleasure Craft
9525704,Hopper Dredger,Dredger
8787886,Fishing Vessel,Fishing
7819187,Multi Purpose Offshore Vessel,
9938652,Tug,Tug
9637296,Bulk Carrier,Cargo
9422093,Passenger Ship,Passenger
9294367,Vehicles Carrier,Cargo
9692791,Multi Purpose Offshore Vessel,Other
9810836,Vehicles Carrier,Cargo
8619302,Fishing Vessel,Fishing
8580551,Pleasure Craft,Pleasure Craft
1045411,Oil Products Tanker,Tanker
9387437,Container Ship,Cargo - Hazard D (Recognizable)
8501737,General Cargo,Cargo
9058957,Oil Products Tanker,Tanker
9687849,Bulk Carrier,Cargo
9849368,Tug,Tug
9869605,Tug,Tug
9182291,Crude Oil Tanker,Tanker
8905842,Bulk Carrier,Cargo
9752412,Bulk Carrier,Cargo
9923310,Fishing Vessel,Fishing
7730769,Tug,Tug
9189433,Tug,Tug
9718181,Bulk Carrier,Cargo
9483580,Crew Boat,Other
8764585,Drill Ship,Dredger
9612832,Multi Purpose Offshore Vessel,Passenger
8512970,Timber Carrier,Cargo
9083902,General Cargo,Cargo
9677789,Fishing Vessel,Fishing
7377488,Bulk Carrier,Cargo
8133114,Inland Passenger Ship,Passenger
9883182,Deck Cargo Ship,Cargo
9292228,Crude Oil Tanker,Tanker
7431698,CO2 Tanker,Tanker
9732577,Crude Oil Tanker,Tanker
7515183,Tug,Tug
8319988,Fishery Patrol Vessel,Fishing
7927879,Tug,Tug
9956575,Crew Boat,Cargo
7360368,Passenger/Cargo Ship,
7618026,Fishing Vessel,Fishing
9382164,Oil Products Tanker,Tanker - Hazard C (Minor)
8887557,Multi Purpose Offshore Vessel,Tug
8742446,Patrol Vessel,SAR
9118472,Research/Survey Vessel,Reserved
8690370,Oil Products Tanker,Tanker
9194737,Tug,Tug
9030761,Ore Carrier,Other
9443152,Oil/Chemical Tanker,Tanker
9731652,Vehicles Carrier,Cargo
